"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-01","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.3","B","","","1"
"2018-01","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","84385","A","","","0"
"2018-01","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3508760","A","","","0"
"2018-01","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","2.3","A","","","1"
"2018-01","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","161480","A","","","0"
"2018-01","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6205945","A","","","0"
"2018-01","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.5","A","","","1"
"2018-01","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","10470","B","","","0"
"2018-01","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","608030","A","","","0"
"2018-01","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","1.7","B","","","1"
"2018-01","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","9705","C","","","0"
"2018-01","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","462025","A","","","0"
"2018-01","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.1","C","","","1"
"2018-01","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","47270","B","","","0"
"2018-01","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1961900","A","","","0"
"2018-01","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.4","B","","","1"
"2018-01","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","88935","A","","","0"
"2018-01","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2179905","A","","","0"
"2018-01","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.9","A","","","1"
"2018-01","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","980","E","","","0"
"2018-01","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","17030","A","","","0"
"2018-01","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","5.4","E","","","1"
"2018-01","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","1220","E","","","0"
"2018-01","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21980","A","","","0"
"2018-01","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","5.3","E","","","1"
"2018-01","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","235","E","","","0"
"2018-01","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11665","A","","","0"
"2018-01","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.0","E","","","1"
"2018-02","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","439290","A","","","0"
"2018-02","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15385095","A","","","0"
"2018-02","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.8","A","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","3545","C","","","0"
"2018-02","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","176560","A","","","0"
"2018-02","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.0","C","","","1"
"2018-02","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","670","E","","","0"
"2018-02","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","56000","A","","","0"
"2018-02","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","1.2","D","","","1"
"2018-02","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","9980","C","","","0"
"2018-02","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","399835","A","","","0"
"2018-02","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.4","C","","","1"
"2018-02","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","6585","B","","","0"
"2018-02","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","285385","A","","","0"
"2018-02","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.3","B","","","1"
"2018-02","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","87125","A","","","0"
"2018-02","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3373465","A","","","0"
"2018-02","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","2.5","A","","","1"
"2018-02","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","170870","A","","","0"
"2018-02","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6011715","A","","","0"
"2018-02","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.8","A","","","1"
"2018-02","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","8970","B","","","0"
"2018-02","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","564530","A","","","0"
"2018-02","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","1.6","B","","","1"
"2018-02","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","7855","B","","","0"
"2018-02","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","439660","A","","","0"
"2018-02","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","1.8","B","","","1"
"2018-02","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","51015","B","","","0"
"2018-02","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1923320","A","","","0"
"2018-02","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.6","B","","","1"
"2018-02","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","91270","A","","","0"
"2018-02","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2106605","A","","","0"
"2018-02","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.2","A","","","1"
"2018-02","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","425","E","","","0"
"2018-02","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","15680","A","","","0"
"2018-02","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","2.7","E","","","1"
"2018-02","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","650","E","","","0"
"2018-02","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21285","A","","","0"
"2018-02","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.0","E","","","1"
"2018-02","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","325","D","","","0"
"2018-02","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11060","A","","","0"
"2018-02","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.9","D","","","1"
"2018-03","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","504255","A","","","0"
"2018-03","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15441940","A","","","0"
"2018-03","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.2","A","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","2645","C","","","0"
"2018-03","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","185030","B","","","0"
"2018-03","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.4","C","","","1"
"2018-03","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1580","D","","","0"
"2018-03","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","55735","A","","","0"
"2018-03","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.8","D","","","1"
"2018-03","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","9305","B","","","0"
"2018-03","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","391575","A","","","0"
"2018-03","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.3","B","","","1"
"2018-03","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","7640","C","","","0"
"2018-03","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","261945","A","","","0"
"2018-03","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.8","C","","","1"
"2018-03","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","109030","A","","","0"
"2018-03","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3431940","A","","","0"
"2018-03","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.1","A","","","1"
"2018-03","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","200175","A","","","0"
"2018-03","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6006210","A","","","0"
"2018-03","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.2","A","","","1"
"2018-03","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","17145","B","","","0"
"2018-03","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","568025","A","","","0"
"2018-03","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.9","B","","","1"
"2018-03","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","9570","C","","","0"
"2018-03","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","443710","A","","","0"
"2018-03","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.1","C","","","1"
"2018-03","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","51545","B","","","0"
"2018-03","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1927410","A","","","0"
"2018-03","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.6","B","","","1"
"2018-03","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","94145","A","","","0"
"2018-03","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2121600","A","","","0"
"2018-03","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.2","A","","","1"
"2018-03","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","565","D","","","0"
"2018-03","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","15880","A","","","0"
"2018-03","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","3.4","D","","","1"
"2018-03","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","575","D","","","0"
"2018-03","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21660","A","","","0"
"2018-03","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","2.6","D","","","1"
"2018-03","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","335","D","","","0"
"2018-03","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11215","A","","","0"
"2018-03","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.9","D","","","1"
"2018-04","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","544450","A","","","0"
"2018-04","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15538380","A","","","0"
"2018-04","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.4","A","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","3205","C","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","169590","A","","","0"
"2018-04","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.9","C","","","1"
"2018-04","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","2560","D","","","0"
"2018-04","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","56000","A","","","0"
"2018-04","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","4.4","D","","","1"
"2018-04","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","9825","B","","","0"
"2018-04","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","393050","A","","","0"
"2018-04","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.4","B","","","1"
"2018-04","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","8775","B","","","0"
"2018-04","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","279545","A","","","0"
"2018-04","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","3.0","B","","","1"
"2018-04","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","115505","A","","","0"
"2018-04","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3451005","A","","","0"
"2018-04","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.2","A","","","1"
"2018-04","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","206410","A","","","0"
"2018-04","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6046230","A","","","0"
"2018-04","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.3","A","","","1"
"2018-04","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","13645","B","","","0"
"2018-04","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","583540","A","","","0"
"2018-04","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.3","B","","","1"
"2018-04","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","10605","B","","","0"
"2018-04","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","448290","A","","","0"
"2018-04","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.3","B","","","1"
"2018-04","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","65250","B","","","0"
"2018-04","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1918380","A","","","0"
"2018-04","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.3","A","","","1"
"2018-04","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","106890","A","","","0"
"2018-04","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2143400","A","","","0"
"2018-04","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.8","A","","","1"
"2018-04","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","720","D","","","0"
"2018-04","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16130","A","","","0"
"2018-04","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","4.3","D","","","1"
"2018-04","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","830","E","","","0"
"2018-04","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21925","A","","","0"
"2018-04","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.7","E","","","1"
"2018-04","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","235","D","","","0"
"2018-04","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11300","A","","","0"
"2018-04","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.0","D","","","1"
"2018-05","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","546210","A","","","0"
"2018-05","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15616920","A","","","0"
"2018-05","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.4","A","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","5890","C","","","0"
"2018-05","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","178470","A","","","0"
"2018-05","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","3.2","C","","","1"
"2018-05","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","2400","D","","","0"
"2018-05","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","57910","A","","","0"
"2018-05","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","4.0","D","","","1"
"2018-05","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","11565","B","","","0"
"2018-05","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","387660","A","","","0"
"2018-05","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.9","B","","","1"
"2018-05","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","11055","C","","","0"
"2018-05","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","304805","B","","","0"
"2018-05","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","3.5","C","","","1"
"2018-05","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","118935","A","","","0"
"2018-05","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3459655","A","","","0"
"2018-05","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.3","A","","","1"
"2018-05","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","205390","A","","","0"
"2018-05","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6073195","A","","","0"
"2018-05","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.3","A","","","1"
"2018-05","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","14335","B","","","0"
"2018-05","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","572020","A","","","0"
"2018-05","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.4","B","","","1"
"2018-05","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","11540","C","","","0"
"2018-05","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","446565","A","","","0"
"2018-05","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.5","C","","","1"
"2018-05","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","62135","B","","","0"
"2018-05","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1933615","A","","","0"
"2018-05","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.1","B","","","1"
"2018-05","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","101045","A","","","0"
"2018-05","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2154045","A","","","0"
"2018-05","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.5","A","","","1"
"2018-05","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","745","D","","","0"
"2018-05","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16055","A","","","0"
"2018-05","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","4.4","D","","","1"
"2018-05","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","670","E","","","0"
"2018-05","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","21695","A","","","0"
"2018-05","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.0","E","","","1"
"2018-05","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","495","D","","","0"
"2018-05","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11230","A","","","0"
"2018-05","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","4.2","D","","","1"
"2018-06","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","538105","A","","","0"
"2018-06","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15968800","A","","","0"
"2018-06","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.3","A","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","4145","C","","","0"
"2018-06","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","199400","B","","","0"
"2018-06","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.0","C","","","1"
"2018-06","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","","F","","","0"
"2018-06","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","64470","A","","","0"
"2018-06","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","","F","","","1"
"2018-06","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","12935","B","","","0"
"2018-06","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","411105","A","","","0"
"2018-06","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","3.0","B","","","1"
"2018-06","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","9190","B","","","0"
"2018-06","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","281135","A","","","0"
"2018-06","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","3.2","B","","","1"
"2018-06","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","114115","A","","","0"
"2018-06","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3557160","A","","","0"
"2018-06","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","3.1","A","","","1"
"2018-06","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","204615","A","","","0"
"2018-06","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","6199495","A","","","0"
"2018-06","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.2","A","","","1"
"2018-06","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","17790","B","","","0"
"2018-06","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","583930","A","","","0"
"2018-06","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","3.0","B","","","1"
"2018-06","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","10850","B","","","0"
"2018-06","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","458905","A","","","0"
"2018-06","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.3","B","","","1"
"2018-06","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","53130","B","","","0"
"2018-06","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1978720","A","","","0"
"2018-06","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.6","B","","","1"
"2018-06","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","106010","A","","","0"
"2018-06","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2183730","A","","","0"
"2018-06","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","4.6","A","","","1"
"2018-06","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","1025","D","","","0"
"2018-06","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","17245","A","","","0"
"2018-06","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","5.6","D","","","1"
"2018-06","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","660","D","","","0"
"2018-06","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22115","A","","","0"
"2018-06","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","2.9","D","","","1"
"2018-06","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2018-06","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","11400","A","","","0"
"2018-06","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2018-07","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","532090","A","","","0"
"2018-07","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","16262910","A","","","0"
"2018-07","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.2","A","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","3420","C","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","189195","A","","","0"
"2018-07","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.8","C","","","1"
"2018-07","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","2155","D","","","0"
"2018-07","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","68070","A","","","0"
"2018-07","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","3.1","D","","","1"
